artists,name,year,alternative_method,alternative_cluster
Piojos Y Piojitos,El Calipso,1991,dbscan,0
"Yoni Rechter, Mazi Cohen, Gidi Gov, Haim Zinovich, Yuval Zamir",שיר נבואי קוסמי עליז - בהופעה,1991,dbscan,-1
Nagore E. M. Hanifa,Iraivanidam Kaiyendungal,1991,dbscan,0
Jody Chiang,鴛鴦酒杯,1991,dbscan,0
Stevie Wonder,Fun Day,1991,dbscan,0
"Bernadette Farrell, St. Thomas More Group",Bread For The World,1991,dbscan,0
Nilüfer,Hatıralar Hayal Oldu,1991,dbscan,0
Bibi Blocksberg,Kapitel 10 - im Orient (Folge 050),1991,dbscan,-1
林良樂,夢中人,1991,dbscan,0
Mylène Farmer,Beyond My Control,1991,dbscan,0
Pearl Jam,Once,1991,dbscan,0
Anni Tannin Lapsilaulajat,Hiihtäjä,1991,dbscan,0
The Boppers,Gonna Find My Angel,1991,dbscan,0
Cicatriz,Solo Otra Vez,1991,dbscan,0
Seal,Future Love Paradise,1991,dbscan,0
S. P. Balasubrahmanyam,Paapa Eedu Gola,1991,dbscan,0
Anni Tannin Lapsilaulajat,Tillin tallin,1991,dbscan,0
Eva Dahlgren,Kom och håll om mej,1991,dbscan,0
Davová psychóza,555,1991,dbscan,-1
"Michal Tučný, Greenhorns","Rovnou, Tady Rovnou",1991,dbscan,0
Chitãozinho & Xororó,Brincar De Ser Feliz,1991,dbscan,0
Maurane,Sur un prélude de Bach,1991,dbscan,0
Jennifer Holliday,I'm On Your Side,1991,dbscan,0
Ferdi Tayfur,Bana Da Söyle,1991,dbscan,0
Jesus Jones,Real Real Real,1991,dbscan,0
Arnulfo Briceño,Adiós a Mi Llano,1991,dbscan,0
Oscar D'León,María,1991,dbscan,0
Alan Jackson,Don't Rock the Jukebox,1991,dbscan,0
Tito Puente & His Orchestra,Hong Kong Mambo,1991,dbscan,0
Ennio Morricone,While Thinking About Her Again,1991,dbscan,-1
Piojos Y Piojitos,La Mentirosa,1991,dbscan,0
Örvar Kristjánsson,Karl og kerling,1991,dbscan,-1
Jiří Schelinger,Lupič Willy,1991,dbscan,-1
Grupo Fundo De Quintal,Aquela Dama,1991,dbscan,0
Luis Alberto Spinetta,Ella Bailo (Love Of My Life),1991,dbscan,0
Ajda Pekkan,Vazgeçme,1991,dbscan,0
Eppu Normaali,Kivenä Kengässä,1991,dbscan,0
Die drei ???,051 - und der riskante Ritt - Teil 03,1991,dbscan,0
Howard Carpendale,Samstag Nacht,1991,dbscan,0
V'Moto Rock,El kell hogy engedj,1991,dbscan,-1
Oshik Levi,"בלדה לשוטר (מהסרט ""השוטר אזולאי"")",1991,dbscan,0
Los Secretos,Adiós tristeza,1991,dbscan,0
Wilmer X,Vem får nu se alla tårar?,1991,dbscan,0
Nino Rota,Main Title (The Godfather Waltz),1991,dbscan,0
The September When,Bullet Me,1991,dbscan,0
Roxette,Knockin' On Every Door,1991,dbscan,0
Aaron Neville,Somewhere Somebody,1991,dbscan,0
TKKG Retro-Archiv,079 - Ein Toter braucht Hilfe - Teil 20,1991,dbscan,0
Chitãozinho & Xororó,Peao De Rodeio,1991,dbscan,0
"Niamh Kavanagh, The Commitments","Do Right Woman, Do Right Man",1991,dbscan,0
Béla Fleck and the Flecktones,Flight of the Cosmic Hippo,1991,dbscan,-1
Crowded House,Italian Plastic,1991,dbscan,0
Lighter Shade Of Brown,On A Sunday Afternoon,1991,dbscan,0
Die drei ???,051 - und der riskante Ritt - Teil 31,1991,dbscan,0
Proyecto M,Que Hare Sin Ti,1991,dbscan,0
Metallica,The God That Failed,1991,dbscan,0
Teddy Pendergrass,It Should've Been You,1991,dbscan,0
Divinyls,Lay Your Body Down,1991,dbscan,0
方季惟,怨蒼天變了心,1991,dbscan,0
Ruben Rada,Tengo un Candombre Para Gardel,1991,dbscan,0
Debustrol,Udolí hadů,1991,dbscan,0
Ike & Tina Turner,Honky Tonk Women - Live,1991,dbscan,0
Ilanit,Eretz Nehederet,1991,dbscan,0
Yossi Banai,איפה אני ואיפה הם,1991,dbscan,0
Ethnix,אמונה,1991,dbscan,0
Sergio Denis,Como Estas Despues de Tanto Tiempo,1991,dbscan,0
"Harry Connick, Jr.",He Is They Are,1991,dbscan,0
"Dan Ciotoi, Generic",Laura,1991,dbscan,0
Will Downing,I Go Crazy,1991,dbscan,0
Nazım Hikmet,Kız Çocuğu,1991,dbscan,-1
Wolfgang Ambros,Oh St. Hubertus - Live,1991,dbscan,-1
"Murray Perahia, Radu Lupu","Concerto No. 10 in E-flat Major for 2 Pianos & Orchestra, K.365/316a: III. Rondeaux. Allegro",1991,dbscan,0
"Yoni Rechter, Gidi Gov",העיקר זה הרומנטיקה - בהופעה,1991,dbscan,0
Michael Bolton,When a Man Loves a Woman,1991,dbscan,0
Luis Miguel,No Me Platiques Más,1991,dbscan,0
Patricia Majalisa,Set Ourselves Free,1991,dbscan,0
Мальчишник,Ночь,1991,dbscan,0
Lenny LeBlanc,Into Your Courts - Live,1991,dbscan,0
林慧萍,我是如此愛你,1991,dbscan,0
E-76,Ingen Som Kjem,1991,dbscan,0
Egan,Loiolan jai jai,1991,dbscan,0
Signe B Hansen,Anemonesangen,1991,dbscan,0
Los Tigres Del Norte,Cuando Se Muere Un Niño,1991,dbscan,0
Antonio Aguilar,Ángel De Mi Gloria,1991,dbscan,0
Bibi und Tina,Kapitel 03 - Amadeus ist krank (Folge 002),1991,dbscan,0
Al Stewart,Year of the Cat - 2001 Remaster,1991,dbscan,0
Rocío Dúrcal,¿Por Qué Tanta Soledad?,1991,dbscan,0
黃翊,最愛的妳,1991,dbscan,0
Teenage Fanclub,Star Sign,1991,dbscan,0
Samson & Gert,De Wijde Wereld,1991,dbscan,0
Rata Blanca,Guerrero Del Arco Iris,1991,dbscan,-1
MK,Burning - Vibe Mix,1991,dbscan,0
Globi,S' gaat wiiter mit Bim Profässer Gastropodus im Museum,1991,dbscan,0
Piojos Y Piojitos,Piojos y Piojitos,1991,dbscan,0
"Pavlos Sidiropoulos, Oi Aprosarmosti",Aprosarmosti,1991,dbscan,0
Bibi Blocksberg,Kapitel 16 - wird entführt (Folge 051),1991,dbscan,0
Karibe con K,Más Que Ayer,1991,dbscan,0
"Lata Mangeshkar, Hariharan",Kabhi Main Kahoon,1991,dbscan,0
Gali Atari,דרך ארוכה,1991,dbscan,0
S. P. Balasubrahmanyam,Oho Laila,1991,dbscan,0
Yüksel Uzel,Üzüldüğün Şeye Bak,1991,dbscan,0
Ozzy Osbourne,Mr. Tinkertrain,1991,dbscan,0
Sounds Of Blackness,Optimistic,1991,dbscan,0
Alphaville,Big in Japan - Best Of,1991,dbscan,0
Globi,Na mee vo De Tell rettet de Globi bi Zwinguri,1991,dbscan,0
Live,Pain Lies On The Riverside,1991,dbscan,0
Samuray,Lagrimillas Tontas,1991,dbscan,0
"Anuradha Paudwal, Suresh Wadkar",O Rabba Koi To Bataye,1991,dbscan,0
Renaud,Ma chanson leur a pas plu - Suite,1991,dbscan,0
Cocteau Twins,Know Who You Are At Every Age - Remastered 2006,1991,dbscan,0
"Wilmer X, Peps Persson",Perssons gård,1991,dbscan,0
Die drei ???,053 - und die Automafia - Teil 35,1991,dbscan,0
Pan Mei Chen,我怕我不是你最愛的人,1991,dbscan,0
Vivek Verma,Meri Jaan Chali,1991,dbscan,0
Peabo Bryson,Closer Than Close,1991,dbscan,0
Karibe con K,Entrégate,1991,dbscan,0
La Ley,Solo Ideales,1991,dbscan,0
Alberto Vazquez,Perdóname Mi Vida,1991,dbscan,0
娃娃,飄洋過海來看你,1991,dbscan,0
Bez Ladu A Skladu,Arab Muhamad Abdul Ali,1991,dbscan,0
Grasshopper,笑中有淚,1991,dbscan,0
Sonido Cotopaxi,20 Años,1991,dbscan,0
Bibi und Tina,Kapitel 03 - Papi lernt reiten (Folge 003),1991,dbscan,-1
Ottmar Liebert,August Moon,1991,dbscan,0
Cantando Aprendo a Hablar,Canta a e i o u,1991,dbscan,0
Piojos Y Piojitos,Canción del Click,1991,dbscan,-1
Brenda Lee,Jambalaya (On The Bayou) - Single Version,1991,dbscan,0
Shlomo Artzi,גם זה לטובה - הוקלט חי בצוותא 1987,1991,dbscan,-1
Zerrin Özer,Sevildiğini Bil,1991,dbscan,0
Lenny Kravitz,The Difference Is Why,1991,dbscan,0
Rockfour,שלכת,1991,dbscan,0
Car-Man,Чио-Чио-сан,1991,dbscan,0
Bragi Hlíðberg,Í Húsafellsskógi,1991,dbscan,-1
Die drei ???,052 - und die Musikpiraten - Teil 10,1991,dbscan,0
Army Of Lovers,Obsession,1991,dbscan,0
Thorstein Bergman,Till Min Syster,1991,dbscan,0
Jody Chiang,傷心的所在,1991,dbscan,0
Pixies,Motorway to Roswell,1991,dbscan,0
Nirvana,In Bloom - Smart Sessions,1991,dbscan,0
The September When,"Where You Go I, I Go",1991,dbscan,0
Arnulfo Briceño,La Toma de Páez,1991,dbscan,0
Züri West,(Bitte Baby) blib no chli bi mir,1991,dbscan,0
Ferdi Özbeğen,Dilek Taşı,1991,dbscan,0
Farfuglarnir,Á Sprengisandi,1991,dbscan,0
R.E.M.,Losing My Religion 2 - Demo,1991,dbscan,0
"Apotheosis, DJ Patrick Samoy",Ô Fortuna - Apocalypse Chorus Mix,1991,dbscan,0
Los Kjarkas,El Árbol de Mi Destino,1991,dbscan,0
Mohammed Aziz,Aadmi Zindagi - Part 1,1991,dbscan,0
Barrington Levy,My Time,1991,dbscan,0
Katy Garbi,Sto Sen Trope (Sent Tropez Twist),1991,dbscan,0
Jacky Cheung,壯志驕陽,1991,dbscan,0
Boy Krazy,"That's What Love Can Do - 7"" Mix",1991,dbscan,0
Nirvana,Come As You Are - Boombox Rehearsals,1991,dbscan,0
Pixies,Trompe le Monde,1991,dbscan,0
Die drei ???,051 - und der riskante Ritt - Teil 26,1991,dbscan,0
Genesis,No Son Of Mine - Remastered 2007,1991,dbscan,0
Mauro Scocco,Det finns,1991,dbscan,0
The Jesus Lizard,Monkey Trick,1991,dbscan,0
Reijo Taipale,Ruusujen aika,1991,dbscan,0
Republic,Megyek a sorban,1991,dbscan,0
Cypress Hill,How I Could Just Kill a Man,1991,dbscan,0
"Andrew Lloyd Webber, Jason Donovan, Linzi Hateley, ""Joseph And The Amazing Technicolor Dreamcoat"" 1991 London Cast","The Brothers Came To Egypt / Grovel, Grovel",1991,dbscan,0
Die drei ???,052 - und die Musikpiraten - Teil 33,1991,dbscan,0
Züri West,Dr Arturo Bandini un i,1991,dbscan,0
Bibi und Tina,Kapitel 24 - Das Fohlen (Folge 001),1991,dbscan,0
Lisa Fischer,How Can I Ease the Pain,1991,dbscan,0
Moshe Cohen,מחבק בקבוק,1991,dbscan,0
Anni Tannin Lapsilaulajat,Lumipyry,1991,dbscan,0
Element Of Crime,Vier Stunden vor Elbe 1,1991,dbscan,0
KATSUMI,"YES, 抱きしめて",1991,dbscan,0
Modestia Aparte,Piel Y Arena,1991,dbscan,0
Achim Reichel,Kuddel Daddel Du,1991,dbscan,0
Barricada,Deja Que Esto No Acabe Nunca,1991,dbscan,0
Žalman & spol.,Ještě Jednou,1991,dbscan,0
羅大佑,大家免著驚,1991,dbscan,0
Red Hot Chili Peppers,Little Miss Lover - 2006 Remaster,1991,dbscan,0
Baby Animals,Early Warning,1991,dbscan,0
Cher,Save Up All Your Tears,1991,dbscan,0
Monique,Tell Me Why,1991,dbscan,0
Nútímabörn,Okkar fyrstu fundir,1991,dbscan,0
Divinyls,Pleasure And Pain,1991,dbscan,0
Kaya Brüel,Stay,1991,dbscan,0
"Miguel Alejandro, Pocho La Pantera, Combo Salamandra, Los Cartageneros, Alcides, Los Players, Ricky Maravilla, Gladys ""La bomba tucumana""",Nena Juguetona / Pero Muy Celosa / El Hijo de Cuca / La Arañita / Si Quieres Lastimarme / Por Robarte un Beso / Amores Como el Tuyo / Ritmo Tambor y Timbal / La Pollera Amarilla / Usted Señor - Mix,1991,dbscan,0
Emile Pandolfi,Theme from Beauty and the Beast (The First Time I loved Forever),1991,dbscan,0
The Saw Doctors,Don't Let Me Down,1991,dbscan,0
The Waterboys,And a Bang on the Ear,1991,dbscan,0
2Pac,Brenda's Got A Baby,1991,dbscan,0
Side A,Eva Marie,1991,dbscan,0
The Wolfe Tones,The Foggy Dew,1991,dbscan,0
"Lourdes Ambriz, Armando Gama",La Bella (Repetición),1991,dbscan,0
Nelson Gonçalves,Quem Há de Dizer,1991,dbscan,0
Los Auténticos Decadentes,"La Bebida, el Juego y las Mujeres",1991,dbscan,0
Juice Leskinen Grand Slam,Pienestä pitäen,1991,dbscan,0
TKKG Retro-Archiv,079 - Ein Toter braucht Hilfe - Teil 21,1991,dbscan,0
Silvio Rodríguez,Oh Melancolía,1991,dbscan,0
"Yun Liu, Lai Lai Zhang",偷偷摸摸,1991,dbscan,0
The Zeros,Don't Push Me Around,1991,dbscan,0
Alberto Vazquez,La Llorona,1991,dbscan,0
Klamydia,Matka,1991,dbscan,0
Popeda,Kuinka Kummassa Voikin Käydä Näin,1992,dbscan,0
RIP,Enamorado de la Muerte,1992,dbscan,0
Antonio Aguilar,Amargura,1992,dbscan,0
Siw Malmkvist,Björnmor badar Brummelman,1992,dbscan,0
Kala Marka,Llamerada,1992,dbscan,0
Juan Luis Guerra 4.40,Señales de Humo,1992,dbscan,0
Jean Ferrat,La montagne,1992,dbscan,0
Noriyuki Makihara,北風 〜君にとどきますように〜,1992,dbscan,0
Vazelina Bilopphøggers,To Par Gebiss,1992,dbscan,0
EH Sukarra,Lau Teilatu,1992,dbscan,0
The Pharcyde,Otha Fish,1992,dbscan,0
"Ella Fitzgerald, Chick Webb",When I Get Low I Get High,1992,dbscan,-1
The Tubes,She's A Beauty,1992,dbscan,0
"Marty Nystrom, Integrity's Hosanna! Music",Shepherd of My Soul - Live,1992,dbscan,0
The Swinging Blue Jeans,You're No Good,1992,dbscan,0
"Franz Liszt, Daniel Barenboim","6 Consolations, S. 172: No. 3 In D Flat Major (Lento, placido)",1992,dbscan,0
Ramones,Tomorrow She Goes Away,1992,dbscan,0
Prince,My Name Is Prince,1992,dbscan,0
Raça Negra,Estou Bem,1992,dbscan,0
Rolf Zuckowski,Zebrastreifen,1992,dbscan,0
Stone Temple Pilots,Piece of Pie,1992,dbscan,0
Janek Ledecky,Jenom láska,1992,dbscan,0
Roger Waters,Too Much Rope,1992,dbscan,0
Xutos & Pontapés,Chuva Dissolvente,1992,dbscan,0
Body Count,Body Count,1992,dbscan,0
David Qualey,Just The Way You Are,1992,dbscan,0
Fröbelin Palikat,Jumppalaulu,1992,dbscan,0
Ferdi Tayfur,Sen Nerdesin Ben Nerdeyim,1992,dbscan,0
Mariko Takahashi,愛はルフラン,1992,dbscan,0
The Pharcyde,4 Better Or 4 Worse,1992,dbscan,0
James Blundell,Down On The Farm,1992,dbscan,0
Suzanne Vega,In Liverpool,1992,dbscan,0
Edson Gomes,Perigo,1992,dbscan,0
Everything But The Girl,One Place - Acoustic,1992,dbscan,0
Ýmsir leikarar,Á markaðnum,1992,dbscan,0
"Julie Andrews, Dick Van Dyke, The Pearlie Chorus","Supercalifragilisticexpialidocious - From ""Mary Poppins""/Soundtrack Version",1992,dbscan,0
Banda R-15,El Bigote,1992,dbscan,0
Ivar Skippervold,Noas Ark: Her Er Vi,1992,dbscan,0
Die drei ???,055 - Gekaufte Spieler - Teil 11,1992,dbscan,-1
Pingu,De Opa isch chrank - Teil 3,1992,dbscan,0
Shlomo Artzi,ערב בלי ירח,1992,dbscan,0
"Playero, Master Joe, O.G. Black, Yaviah, Buru Fast, Baby J, Blanco",Dance Hall Mix,1992,dbscan,0
The Breeders,Safari,1992,dbscan,0
Haddaway,Sing About Love,1992,dbscan,0
Banda Machos,El bilingüe,1992,dbscan,0
Emel Müftüoğlu,İstanbul'da Olmak Vardı,1992,dbscan,0
Victorio Vergara,Extraño,1992,dbscan,0
Pantera,This Love,1992,dbscan,0
Haindling,Paula,1992,dbscan,0
The Tragically Hip,At The Hundredth Meridian,1992,dbscan,0
Bustan Abraham,Canaan,1992,dbscan,-1
JUAN DELA CRUZ BAND,Inday,1992,dbscan,0
Leevi and the leavings,"Teuvo, maanteiden kuningas",1992,dbscan,0
Zehava Ben,אהבה גנובה,1992,dbscan,0
Beastie Boys,Pass The Mic - Remastered 2009,1992,dbscan,0
Antonio Aguilar,El Patas Blancas,1992,dbscan,0
Sonido Mazter,Y Todo Acabo,1992,dbscan,0
Nat King Cole,Walkin' My Baby Back Home - Remastered,1992,dbscan,0
Fereidoon Foroughi,Zendoon Del,1992,dbscan,0
สุเทพ วงศ์กำแหง,ป่านฉะนี้,1992,dbscan,0
Juan Luis Guerra 4.40,El Costo de la Vida,1992,dbscan,0
Hanne Boel,Something You've Got,1992,dbscan,-1
Faith No More,A Small Victory,1992,dbscan,0
"Asha Bhosle, Shabbir Kumar, Kumar Sanu",Sochna Kya,1992,dbscan,0
RBL Posse,Don't Give Me No Bammer Weed,1992,dbscan,0
Die drei ???,055 - Gekaufte Spieler - Teil 23,1992,dbscan,0
Faith No More,Kindergarten,1992,dbscan,0
Sálin hans Jóns míns,Nýr heimur,1992,dbscan,0
Alpay,Eylül'de Gel Demiştim,1992,dbscan,0
Benito Lertxundi,Mundurat eman ninduzun,1992,dbscan,0
Warda,Batwanes Beek,1992,dbscan,0
Soda Stereo,Sweet Sahumerio - Remasterizado 2007,1992,dbscan,0
Orchester Anthony Ventura,Morning Has Broken,1992,dbscan,0
HaGashash HaHiver,הרכבת ממשלה חדשה,1992,dbscan,0
Mikel Markez,Zure Begiek,1992,dbscan,0
SWV,I'm So Into You,1992,dbscan,0
Kalle Baah,Ugly Girls,1992,dbscan,0
Die Fantastischen Vier,Die Da!?!,1992,dbscan,0
HaGashash HaHiver,אהובתי יעל,1992,dbscan,0
"Pyotr Ilyich Tchaikovsky, Slovak State Philharmonic Orchestra, Kosice","The Sleeping Beauty, Op. 66 : Canari qui chante (Variation IV)",1992,dbscan,-1
Pingu,De Pingu hilft Poscht Verteile - Teil 5,1992,dbscan,0
Soda Stereo,Camaleón - Remasterizado 2007,1992,dbscan,-1
Vilém Čok,Mám Na Tvý Iq Dvojí Lék,1992,dbscan,0
Ivar Skippervold,Tårnet I Babel: Tårnet I Babel,1992,dbscan,0
Fito Paez,El amor después del amor,1992,dbscan,0
Cher,Just Like Jesse James,1992,dbscan,0
Nobuo Uematsu,Battle at the Big Bridge,1992,dbscan,-1
Legião Urbana,O Senhor Da Guerra,1992,dbscan,0
Madonna,Erotica,1992,dbscan,0
張衛建,真真假假,1992,dbscan,0
Fatih Erkoç,Oynatmaya Az Kaldı,1992,dbscan,0
James Reyne,Fall Of Rome,1992,dbscan,0
Rhonda Clark,Tomorrow,1992,dbscan,0
Freud Marx Engels & Jung,Kipee,1992,dbscan,0
Izhar Ashdot,דמעות של זעם ומילים,1992,dbscan,0
Margaretha Krook,"Alla får ropa, sa mamma, del 5",1992,dbscan,0
Golden Earring,Twilight Zone - Live,1992,dbscan,0
Imelda Papin,Isang Linggong Pag-Ibig,1992,dbscan,0
"Sami Aarva, Kuoro - Aladdin",Askelta edellä (Repriisi),1992,dbscan,0
Aşkın Nur Yengi,Serserim Benim,1992,dbscan,0
Sade,Like a Tattoo,1992,dbscan,0
"Beyond, Shunichi Yokoi at Greenbird Studio, Tokyo Fun Studio and West Side Studio.",狂人山莊,1992,dbscan,0
Jody Chiang,返來阮身邊,1992,dbscan,0
Ehud Banai,פלורנטין,1992,dbscan,-1
Eifo HaYeled,זמן סוכר,1992,dbscan,0
Peter LeMarc,Tootoolah,1992,dbscan,0
Almendra,Final,1992,dbscan,0
Grup Yorum,Dünyanin Üzerinde,1992,dbscan,0
"Claude Debussy, Aldo Ciccolini","Debussy: Arabesques, CD 74, L. 66: No. 1, Andantino con moto",1992,dbscan,0
Jade,One Woman,1992,dbscan,0
Kala Marka,Aguas Claras,1992,dbscan,0
"Tai Chi, David Ling Jr",等玉人,1992,dbscan,0
Hungária,Dzsungel Rock,1992,dbscan,0
Joaquín Sabina,Yo Quiero Ser una Chica Almodovar,1992,dbscan,0
Senzus,Láska v mori,1992,dbscan,0
Mijares,Soldado Del Amor,1992,dbscan,0
SPS,Jsme V hajzlu,1992,dbscan,0
Andy Williams,Hawaiian Wedding Song,1992,dbscan,0
Mikel Erentxun,Miénteme,1992,dbscan,0
HaGashash HaHiver,שיחות ביטחון,1992,dbscan,-1
"Alex Bueno, Orquesta Liberacion",Una Paloma Blanca,1992,dbscan,0
TKKG Retro-Archiv,081 - Horror-Trip im Luxusauto - Teil 14,1992,dbscan,0
"Newsies Ensemble, David Moscow",Seize the Day,1992,dbscan,0
Ornella Vanoni,Perduto,1992,dbscan,0
Hungária,Isztambul,1992,dbscan,0
Alceu Valença,Sete Desejos,1992,dbscan,0
Daklon,מורי,1992,dbscan,0
Binomio de Oro,La Estoy Queriendo,1992,dbscan,0
James Reyne,Always The Way,1992,dbscan,0
音樂磁場,針線情,1992,dbscan,-1
The Sundays,Wild Horses,1992,dbscan,0
La Frontera,Judas El Miserable - En Directo Verano 1.992,1992,dbscan,0
Kino Cabral,Belita,1992,dbscan,0
Alan Menken,Le baiser,1992,dbscan,0
Antonio Aguilar,El Caballo Jovero,1992,dbscan,0
Def Leppard,Stand Up (Kick Love Into Motion),1992,dbscan,0
The Police,Walking On The Moon,1992,dbscan,0
Ivar Skippervold,Daniel I Løvehulen: Noen Ber Til Sola,1992,dbscan,0
Coro de la Hermandad del Rocio de Sevilla,Rocio,1992,dbscan,0
Sex Action,Szexuális Manőverek,1992,dbscan,0
"Hank Williams, Drifting Cowboys","Hey, Good Lookin'",1992,dbscan,0
Babes In Toyland ,Handsome & Gretel,1992,dbscan,0
Raça Negra,Cheia de Manias,1992,dbscan,0
Jorge Aragão,Identidade,1992,dbscan,0
22-Pistepirkko,Birdy,1992,dbscan,0
Die drei ???,056 - Angriff der Computer-Viren - Teil 33,1992,dbscan,0
Los Ecos,Callaré Simplemente,1992,dbscan,0
Eifo HaYeled,העצב שלה,1992,dbscan,0
โต๊ะ วสันต์,ฉันเองก็เสียใจ,1992,dbscan,0
Firehouse,When I Look Into Your Eyes,1992,dbscan,0
Die drei ???,054 - Gefahr im Verzug - Teil 27,1992,dbscan,0
Los Temerarios,Yo Te Amo,1992,dbscan,0
Elio e le Storie Tese,Servi della gleba,1992,dbscan,-1
Sinakho Dance Band,Open Your Heart,1992,dbscan,0
Nat King Cole Trio,For All We Know - 1992 Digital Remaster,1992,dbscan,0
Stone Temple Pilots,Plush - Acoustic Type Version; 2017 Remaster [Remastered],1992,dbscan,0
Power Metal,Sirna,1992,dbscan,0
Esther and Abi Ofarim,Cinderella Rockefella,1992,dbscan,0
Pingu,De Pingu bim Schlitteränne / D'Pinga gaht verloore - Teil 01,1992,dbscan,0
Leevi and the leavings,Unelmia ja toimistohommia,1992,dbscan,0
"Nadeem Shravan, Kumar Sanu",Ab To Bina Tumhare,1992,dbscan,0
Patricio Rey y sus Redonditos de Ricota,Héroe del Whisky - En Vivo,1992,dbscan,0
Noriyuki Makihara,遠く遠く,1992,dbscan,0
Bruce Springsteen,With Every Wish,1992,dbscan,0
Firehouse,You're Too Bad,1992,dbscan,0
Anne-Lie Rydé,En så'n karl,1992,dbscan,0
The Sundays,Goodbye,1992,dbscan,0
Zucchero,Ridammi Il Sole - Italian Version,1992,dbscan,0
Kızılırmak,Genç Ölenlerin Türküsü,1992,dbscan,0
Die drei ???,055 - Gekaufte Spieler - Teil 29,1992,dbscan,0
Die drei ???,054 - Gefahr im Verzug - Teil 30,1992,dbscan,0
Hungária,Bibap Lulu,1992,dbscan,0
Coral Negro,Como Ningún Otro Lugar,1992,dbscan,0
Falta y Resto,Brindis Por Pierrot - Repertorio 1986,1992,dbscan,-1
Vinicio Capossela,Guiro - 2018 Remaster,1992,dbscan,0
"李碧華, 陳耀川, Zhong Guo-Tai, chang Yong Fu",分手,1992,dbscan,0
Alex Bueno,Una Lagrima Por Tu Amor,1992,dbscan,0
Zezé Di Camargo & Luciano,Voando Sem Asas,1992,dbscan,0
S.O.U.L. S.Y.S.T.E.M.,It's Gonna Be A Lovely Day,1992,dbscan,-1
Barry Manilow,If I Should Love Again - Unreleased alternate take,1992,dbscan,0
"Asha Bhosle, Mohammed Aziz",Kuchh Ho Gaya Kya Ho Gaya,1992,dbscan,0
宇野ゆう子,サザエさん(メール着信用~着うた(R)の日ver.)(ルールルルルルー今日もいい天気~),1992,dbscan,0
Patricio Rey y sus Redonditos de Ricota,Unos Pocos Peligros Sensatos - En Vivo,1992,dbscan,-1
Search,Cakap Memang Murah,1992,dbscan,0
Sarah Chen,孤戀花,1992,dbscan,0
剛澤斌,激情過後,1992,dbscan,0
Pál Szécsi,Két összeillő ember,1992,dbscan,0
Les Garçons Bouchers,Bourré Bourré Ratatam,1992,dbscan,0
Grupo Vou Vivendo,Luar do Sertão,1992,dbscan,0
"Brian McKnight, Vanessa Williams",Love Is,1992,dbscan,0
Jimmy Buffett,Boat Drinks,1992,dbscan,0
Mariah Carey,"Someday - Live at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992",1992,dbscan,0
HaGashash HaHiver,כוסא מחשי,1992,dbscan,0
Globine,S' gaat wiiter mit D' Globine bi de Krokodil,1992,dbscan,0
Extremoduro,Relación convencional,1992,dbscan,0
Los Ecos,Néctar de Verano,1992,dbscan,0
Litfiba,Cangaceiro - Versione Mix,1992,dbscan,0
Müslüm Gürses,Ağlama Gözlerim,1992,dbscan,0
Edip Akbayram,Boşu Boşuna,1992,dbscan,0
TKKG Retro-Archiv,082 - Spuk aus dem Jenseits - Teil 10,1992,dbscan,0
葉玉卿,不散的空虛,1992,dbscan,0
Pochy Y Su Cocoband,La Compota,1992,dbscan,0
Elio e le Storie Tese,Il Vitello Dai Piedi Di Balsa Reprise,1992,dbscan,0
Véronique Sanson,Rien que de l'eau - Remasterisé en 2008,1992,dbscan,0
Pepe Aguilar,Por Segunda Vez,1992,dbscan,0
TV-2,Stjernen I Mit Liv,1992,dbscan,0
"Ella Mae Morse, Freddie Slack",Mr. Five By Five,1992,dbscan,0
Arrested Development,Tennessee,1992,dbscan,0
Hapa,Olinda Road,1992,dbscan,-1
Senzus,V záhradôčke pod okienkom,1992,dbscan,0
溫兆倫,隨緣,1992,dbscan,0
Heróis Do Mar,Só Gosto De Ti,1992,dbscan,0
Seyyal Taner,Şiirimin Dili,1992,dbscan,0
"Chalino Sanchez, Los Amables Del Norte",Carta De Luto,1992,dbscan,0
